,index,url,标题,地址,优势1,优势2,优势3,总价,户型,建筑面积,单价,总楼层,ID,小区,有无电梯,住宅类别,建筑结构,建筑类别,挂牌时间,参考均价,同比去年,环比上月,挂牌房源,物业类型,物业费用,建筑年代,绿  化  率,容  积  率,人车分流,总楼栋数,总  户  数,产权年限,卧室,客厅,卫生间,区域_北塘区,区域_南长区,区域_崇安区,区域_惠山区,区域_新区,区域_新吴区,区域_梁溪区,区域_江阴市,区域_滨湖区,区域_经开区,区域_锡山区,楼层层次_中层,楼层层次_低层,楼层层次_底层,楼层层次_顶层,楼层层次_高层,装修_暂无,装修_毛坯,装修_简装修,装修_精装修,装修_豪华装修,朝向_东,朝向_东北,朝向_东南,朝向_北,朝向_南,朝向_南北,朝向_西,朝向_西北,朝向_西南,产权性质_个人产权,产权性质_商品房,产权性质_经济适用房,建筑类型_塔楼,建筑类型_板塔结合,建筑类型_板楼
1075,1076,https://wuxi.esf.fang.com/chushou/21_124752265.htm,一梯俩三户,刘潭-凤翔路与北环路交界处东南面,满五,距1号线刘潭站约735米,[],140.0,2室2厅1卫,94,14894,11.0,124752265,凤翔馨城,0,,,,19423.0,14369.0,↓7.61%,↓1.56%,17 套在售二手房,住宅,1.0,2006,41,1.9,0,31,2203.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1076,1077,https://wuxi.esf.fang.com/chushou/21_121718262.htm,绿地世纪城(一二期) 3室2厅,惠山新城-惠山大道1528、1550号,满二,优质教育,距1号线锡北运河站约343米,260.0,3室2厅2卫,132,19646,11.0,121718262,绿地波士顿公馆,0,,,,19310.0,19387.0,↓15.93%,↓1.83%,127 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1077,1078,https://wuxi.esf.fang.com/chushou/3_172840221.htm,红星广场 精装两房 交通便利 家电家具全留 看房方便,广益-锡沪中路601号,满五,距2号线靖海站约753米,[],153.0,2室2厅1卫,90,17000,33.0,172840221,红星国际广场,0,普通住宅,平层,板楼,19515.0,18449.0,↓8.38%,↓0.56%,16 套在售二手房,住宅,2.57,2015,30,3.0,0,11,1195.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1078,1079,https://wuxi.esf.fang.com/chushou/3_172847749.htm,其他太湖锦园2室2厅,荣巷-渔港路111号,满五,优质教育,[],242.0,2室2厅2卫,115,21043,11.0,172847749,太湖锦园,0,普通住宅,平层,板楼,19520.0,23700.0,↓4.62%,↓0.64%,38 套在售二手房,住宅,3.0,2012,53,0.5,0,60,1289.0,70,2.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1079,1080,https://wuxi.esf.fang.com/chushou/21_122576100.htm,盛岸二村 1室1厅,盛岸东路-盛岸东路蓉湖大桥下(武警医院对面),满二,优质教育,距3号线盛岸站约323米,55.0,1室1厅1卫,43,12717,6.0,122576100,盛岸二村,0,,,,19333.0,12093.0,↑2.11%,↓0.73%,,住宅,0.2,2000,20,3.0,0,63,2060.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1080,1081,https://wuxi.esf.fang.com/chushou/21_123601741.htm,朗诗太湖绿郡 3室2厅,滨湖新城区-观山路南侧、瑞景道西侧,满二,距1号线塘铁桥站约1117米,[],320.0,3室2厅1卫,103,31068,28.0,123601741,朗诗太湖绿郡,0,,,,19386.0,30676.0,↓5.69%,↓1.67%,16 套在售二手房,住宅,6.2,2016,40,2.2,0,39,4981.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1081,1082,https://wuxi.esf.fang.com/chushou/21_121846491.htm,阳光100际新城北区(527-563) 2室2厅,西漳-凤翔路西、北环、锡澄运河东,满五,优质教育,[],104.0,2室2厅1卫,86,11972,30.0,121846491,阳光100国际新城,0,,,,19314.0,13028.0,↓9.71%,↓0.59%,1 套在售二手房,住宅,1.1,2012,55,1.8,0,53,7970.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1082,1083,https://wuxi.esf.fang.com/chushou/21_122034683.htm,天一城 3室2厅,西漳-西漳天一新街1号,满五,[],[],184.0,3室2厅2卫,137,13415,17.0,122034683,天一城,0,,,,19319.0,14667.0,↓6.54%,↓0.09%,,住宅,1.4,2005,70,1.75,0,22,1352.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1083,1084,https://wuxi.esf.fang.com/chushou/21_121895794.htm,凤宾家园 5室3厅,凤宾路-凤宾路与兴源北路交汇处西南面,满五,优质教育,距3号线吴桥站约429米,360.0,5室3厅3卫,200,18000,6.0,121895794,凤宾家园,0,,,,19315.0,16603.0,↓7.17%,↓2.56%,1 套在售二手房,住宅,0.5,2003,40,1.2,0,39,1547.0,70,5.0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1084,1085,https://wuxi.esf.fang.com/chushou/3_172848062.htm,大润发金色江南二期3室2厅,河埒-梁清路和隐秀路交叉口西南面,满五,优质教育,距2号线小桃源站约651米,258.0,3室2厅2卫,129,19900,15.0,172848062,金色江南二期,0,普通住宅,平层,板楼,19520.0,20771.0,↑3.57%,↑0.13%,25 套在售二手房,住宅,1.2,2008,70,1.19,0,23,1432.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1085,1086,https://wuxi.esf.fang.com/chushou/21_121846032.htm,风雷新村(167-239) 2室1厅,上马墩-振奋路与学前东路交叉口北面,满五,优质教育,距2号线上马墩站约671米,85.0,2室1厅1卫,61,13871,6.0,121846032,风雷新村,0,,,,19314.0,12475.0,↑2.49%,↑0.05%,5 套在售二手房,住宅,0.2,1980,30,3.0,0,84,2909.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1086,1087,https://wuxi.esf.fang.com/chushou/21_127399777.htm,好房,太湖广场-永丰路334号,满二,优质教育,距1号线谈渡桥站约546米,298.0,3室2厅2卫,148,20023,18.0,127399777,新世纪花园,0,,,,19489.0,21134.0,↓1.93%,↓2.17%,13 套在售二手房,住宅,0.8,2001,43,2.86,0,27,958.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1087,1088,https://wuxi.esf.fang.com/chushou/3_172881138.htm,"拎包入住,采光从早到晚无遮挡,目前在售较优一套房源,随时看",河埒-青祁路和梁溪路交叉西南角(河埒中心商务区),满五,优质教育,距2号线河埒口站约671米,277.0,3室2厅1卫,117,23572,33.0,172881138,无锡滨湖万达广场,1,普通住宅,平层,板楼,19557.0,22312.0,↓3.4%,↓2.91%,64 套在售二手房,住宅,1.95,2010,35,2.99,0,18,3574.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1088,1089,https://wuxi.esf.fang.com/chushou/21_129187444.htm,近万达溪北新村(西区) 婚装两房带院子,梁清路-溪北新村,[],优质教育,距2号线大王基站约825米,105.0,2室1厅1卫,66,15813,6.0,129187444,溪北新村,0,,,,19558.0,12779.0,↓0.38%,↓0.21%,6 套在售二手房,住宅,0.3,1997,25,1.0,0,87,3616.0,70,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1089,1090,https://wuxi.esf.fang.com/chushou/3_172899853.htm,特惠工抵房 真实出售 随时可以装车接送看房 一定低于市场价,惠山新城-美的爱情云筑,[],距1号线锡北运河站约910米,[],285.0,4室2厅2卫,122,23269,9.0,172899853,美的爱情云筑,1,普通住宅,平层,板楼,19572.0,22232.0,↑0.21%,↓1%,15 套在售二手房,住宅,3.25,2018,35,2.2,0,22,1487.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1090,1091,https://wuxi.esf.fang.com/chushou/21_123988823.htm,堵巷 2室2厅,黄巷-凤翔路与兴源北路交界处黄巷天惠超市上面,满二,距3号线吴桥站约974米,[],112.0,2室2厅2卫,85,13176,6.0,123988823,堵巷,0,,,,19401.0,12214.0,↑27.44%,↓2.42%,,住宅,1.7,1995,30,2.16,0,10,150.0,70,2.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1091,1092,https://wuxi.esf.fang.com/chushou/3_172865207.htm,"精装4房(三开间朝南,小区中间位置)楼层好,采光全天",河埒-梁青路与景宜路交叉口东南面,满五,优质教育,距2号线小桃源站约782米,328.0,4室2厅2卫,146,22388,23.0,172865207,金色江南四期,0,普通住宅,平层,板楼,19539.0,20823.0,↓3.94%,↓0.38%,32 套在售二手房,住宅,1.2,2010,70,1.19,0,41,2359.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1092,1093,https://wuxi.esf.fang.com/chushou/21_122000170.htm,锡景苑 3室2厅,河埒-惠河路青山高级中学对面,满五,距2号线大王基站约711米,[],180.0,3室2厅2卫,114,15762,19.0,122000170,锡景苑,0,,,,19318.0,17839.0,↓2.44%,↑1.37%,9 套在售二手房,住宅,1.7,2012,30,1.0,0,23,1401.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1093,1094,https://wuxi.esf.fang.com/chushou/3_172843077.htm,(万达旁!楼层好!)开发商统装全新未住过人!方便随时看房!,河埒-青祁路和梁溪路交叉西南角(河埒中心商务区),满五,优质教育,距2号线河埒口站约671米,205.0,3室2厅1卫,111,18468,33.0,172843077,无锡滨湖万达广场,0,普通住宅,平层,板楼,19517.0,22312.0,↓3.4%,↓2.91%,64 套在售二手房,住宅,1.95,2010,35,2.99,0,18,3574.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1094,1095,https://wuxi.esf.fang.com/chushou/21_121928565.htm,爱家金河湾 4室2厅,广瑞路-爱家金河湾,满五,优质教育,距1号线无锡火车站约975米,210.0,3室2厅2卫,154,13592,32.0,121928565,爱家金河湾,0,,,,19316.0,15530.0,↓7.36%,↓1.02%,15 套在售二手房,住宅,2.0,2011,50,1.85,0,19,2222.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1095,1096,https://wuxi.esf.fang.com/chushou/21_121965851.htm,新巷小区 2室1厅,江尖公园-青石路439号,满五,距3号线吴桥站约478米,[],131.0,2室1厅1卫,69,18986,7.0,121965851,新巷小区,0,,,,19317.0,16846.0,↓5.23%,↓0.29%,,住宅,0.2,2000,10,2.6,0,10,401.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1096,1097,https://wuxi.esf.fang.com/chushou/3_172875199.htm,上侨谊(单价每平只有17800)卖房置换经开区 低于市场价!,清扬版块-无锡市梁溪区塘南路131号,[],[],[],185.0,3室2厅2卫,107,17269,24.0,172875199,融创运河壹号府公寓,1,普通住宅,平层,板楼,19551.0,23657.0,↓8.15%,↓0.53%,19 套在售二手房,住宅,1.7,2020,30,2.16,0,1,1.0,40,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1097,1098,https://wuxi.esf.fang.com/chushou/21_121672955.htm,融创玉兰公馆(惠港玉兰苑)一区 3室2厅,惠山新城-张村路50号,满二,[],[],175.0,3室2厅1卫,96,18199,32.0,121672955,融创玉兰公馆,0,,,,19309.0,20203.0,↓11.2%,↓1.13%,52 套在售二手房,住宅,1.85,2018,30,2.4,0,22,2173.0,70,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1098,1099,https://wuxi.esf.fang.com/chushou/21_121931732.htm,五河苑 2室2厅,黄巷-五河新村以北312国道以东,满五,优质教育,[],117.0,2室2厅1卫,94,12340,33.0,121931732,五河苑,0,,,,19316.0,13308.0,↓0.93%,↑0.2%,,住宅,1.05,2000,30,2.0,0,63,4326.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1099,1100,https://wuxi.esf.fang.com/chushou/21_124163673.htm,万科运河传奇纯毛坯3房,清扬版块-南长街与港务路交叉口西南侧,[],[],[],213.0,3室2厅1卫,95,22421,18.0,124163673,万科运河传奇,0,,,,19406.0,22104.0,↑11.12%,↑1.41%,19 套在售二手房,住宅,3.35,2020,30,2.3,0,12,1606.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1100,1101,https://wuxi.esf.fang.com/chushou/3_172845368.htm,"海岸城郦园3室2厅,楼层好户型正气,全天采光,自带商业体",滨湖新城区-立信大道168号,满五,优质教育,距1号线市民中心站约409米,218.0,3室2厅1卫,94,23184,33.0,172845368,海岸城郦园,0,普通住宅,平层,板楼,19518.0,28049.0,↓9.21%,↓1.49%,19 套在售二手房,住宅,2.75,2016,15,2.39,0,28,4223.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1101,1102,https://wuxi.esf.fang.com/chushou/21_129610668.htm,溪南新村小户型2室1厅 正南 精装修 楼层好 满2年,体育中心-建筑路和青祁路交叉口东南面,满二,优质教育,[],75.0,2室1厅1卫,56,13326,7.0,129610668,溪南新村,0,,,,19571.0,12406.0,↑0.94%,↓0.18%,10 套在售二手房,住宅,0.2,2000,30,3.0,0,116,4733.0,70,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1102,1103,https://wuxi.esf.fang.com/chushou/21_121854882.htm,世茂首府(天域景园) 2室2厅,民丰-锡沪西路118号,满二,优质教育,距3号线北栅口站约557米,170.0,2室2厅1卫,83,20345,52.0,121854882,世茂首府,0,,,,19314.0,18195.0,↓4.04%,↓0.99%,18 套在售二手房,住宅,2.6,2016,37,3.5,0,13,2887.0,70,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1103,1104,https://wuxi.esf.fang.com/chushou/21_121847856.htm,奥林花园B区 新体育场旁 地铁4号口 房东急卖,体育中心-建筑路1222号,满二,优质教育,[],190.0,2室2厅1卫,102,18627,17.0,121847856,奥林花园,0,,,,19314.0,18421.0,↓2.45%,↓0.15%,65 套在售二手房,住宅,1.6,2011,41,1.8,0,44,2932.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1104,1105,https://wuxi.esf.fang.com/chushou/21_125978139.htm,"东亭地铁口,精装",东亭-友谊路与锡沪路交叉口东南面,满五,优质教育,距2号线东亭站约229米,157.0,2室2厅1卫,98,15886,19.0,125978139,豪门君怡花苑,0,,,,19450.0,15020.0,↓5.88%,↓0.87%,2 套在售二手房,住宅,1.1,2008,50,2.8,0,47,2478.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1105,1106,https://wuxi.esf.fang.com/chushou/21_121685736.htm,蓝庭国际(一期) 2室2厅,体育中心-建筑路657号,满二,优质教育,[],180.0,2室2厅1卫,86,20930,23.0,121685736,蓝庭国际,0,,,,19309.0,22093.0,↓2.78%,↑0.47%,20 套在售二手房,住宅,2.0,2016,42,2.5,0,8,813.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1106,1107,https://wuxi.esf.fang.com/chushou/3_172768383.htm,"桑达园电梯小高层,南北通透,看房随时,精装两房,周边配套齐全",柏庄-新明路与柏庄路交汇处西南面,[],优质教育,距2号线柏庄站约1080米,135.0,2室2厅1卫,91,14748,11.0,172768383,桑达园,1,普通住宅,平层,板楼,19521.0,14025.0,↓6.81%,↓0.89%,6 套在售二手房,住宅,0.8,2008,38,1.5,0,77,3137.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1107,1108,https://wuxi.esf.fang.com/chushou/21_122370147.htm,宁海里二期(201-306) 3室2厅,学前东路-学前东路和江海高架交汇处华东商贸城旁,满二,优质教育,距3号线东风站约529米,185.0,3室2厅1卫,129,14266,6.0,122370147,宁海里,0,,,,19328.0,12105.0,↓6.01%,↑0.3%,4 套在售二手房,住宅,0.1,1994,30,2.0,0,61,2744.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1108,1109,https://wuxi.esf.fang.com/chushou/21_121671216.htm,万科天一新著 4室2厅,西漳-天一新城凤鸣路与天锦路交叉口,满二,距1号线西漳站约476米,[],315.0,4室2厅2卫,129,24419,11.0,121671216,万科天一新著,0,,,,19309.0,19840.0,↓13.11%,↓1.25%,16 套在售二手房,住宅,3.25,2020,30,2.5,0,31,2626.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1109,1110,https://wuxi.esf.fang.com/chushou/21_122037983.htm,海尚映象(阅山花园) 3室2厅,盛岸东路-惠钱路与惠峰路交汇处西北面,满五,优质教育,距3号线盛岸站约865米,280.0,3室2厅2卫,143,19580,5.0,122037983,海尚映象,0,,,,19319.0,17431.0,↓3.66%,↓1.36%,1 套在售二手房,住宅,1.7,2010,40,1.8,0,22,1299.0,70,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1110,1111,https://wuxi.esf.fang.com/chushou/21_121939822.htm,天一花园 3室2厅,西漳-天一花园,满五,优质教育,距1号线天一站约663米,180.0,3室2厅2卫,150,11976,6.0,121939822,天一花园,0,,,,19316.0,12508.0,↓3.48%,↓0.25%,,住宅,0.58,2006,30,3.0,0,23,513.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1111,1112,https://wuxi.esf.fang.com/chushou/3_172863540.htm,"桑达园,精装三房,边套,看房随时,房东诚心急售,懂的来",柏庄-新明路与柏庄路交汇处西南面,[],优质教育,距2号线柏庄站约1080米,126.0,3室1厅1卫,99,12653,8.0,172863540,桑达园,0,普通住宅,平层,板楼,19537.0,14025.0,↓6.81%,↓0.89%,6 套在售二手房,住宅,0.8,2008,38,1.5,0,77,3137.0,70,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1112,1113,https://wuxi.esf.fang.com/chushou/21_121678889.htm,天河嘉寓(沁春园) 3室2厅,西漳-西漳天一新街8号(天一实验小学旁),满五,[],[],230.0,3室2厅2卫,127,18110,11.0,121678889,沁春园,0,,,,19309.0,16472.0,↓7.19%,↓2.05%,,住宅,1.5,2010,45,0.7,0,45,1986.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1113,1114,https://wuxi.esf.fang.com/chushou/3_172903231.htm,开发商内卷啦(68折准现房)618活动打骨折(找我不收费),清扬版块-塘南路131号,满二,[],[],175.0,3室2厅1卫,89,19663,34.0,172903231,融创·运河壹号府,1,普通住宅,平层,板楼,19574.0,23820.0,↓5.18%,↑0.28%,18 套在售二手房,住宅,2.7,2019,25,2.56,0,50,5553.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1114,1115,https://wuxi.esf.fang.com/chushou/21_127029896.htm,景丽东苑 3室2厅,蠡湖新城区-中南西路203号,满二,优质教育,[],220.0,3室2厅1卫,118,18644,6.0,127029896,景丽东苑,0,,,,19476.0,14668.0,↑1.68%,↑1.02%,,住宅,0.65,2010,40,2.5,0,59,2212.0,70,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1115,1116,https://wuxi.esf.fang.com/chushou/21_126533419.htm,太湖花园二期 2室2厅,长江路-太湖花园二期,满二,优质教育,距3号线太湖花园站约486米,118.0,2室2厅1卫,83,14081,6.0,126533419,太湖花园二期,0,,,,19469.0,12395.0,↓10.27%,↓1.67%,7 套在售二手房,住宅,0.2,2000,68,2.0,0,89,3747.0,70,2.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1116,1117,https://wuxi.esf.fang.com/chushou/21_121856664.htm,曹张新村 2室1厅,太湖广场-锡城南部永乐路和永丰路的两侧,满二,优质教育,距1号线太湖广场站约730米,98.0,2室1厅1卫,64,15168,7.0,121856664,曹张新村,0,,,,19314.0,19392.0,↓15.72%,↓0.74%,43 套在售二手房,住宅,0.85,1986,30,3.24,0,236,7431.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1117,1118,https://wuxi.esf.fang.com/chushou/21_128261375.htm,西园里 1室1厅,体育中心-隐秀路888号,满五,优质教育,[],71.8,1室1厅1卫,59,12120,7.0,128261375,西园里,0,,,,19517.0,12694.0,↓5.47%,↓0.61%,16 套在售二手房,住宅,0.5,2000,10,1.0,0,137,5446.0,70,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1118,1119,https://wuxi.esf.fang.com/chushou/21_121972132.htm,积余 江阴巷旁 荷花里 简装2室2厅,江尖公园-荷花里5号,[],优质教育,距3号线北栅口站约259米,128.0,2室2厅1卫,73,17465,6.0,121972132,荷花里,0,,,,19317.0,17490.0,↓14.23%,↓0.28%,,住宅,0.5,2000,30,1.2,0,13,811.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1119,1120,https://wuxi.esf.fang.com/chushou/21_126533721.htm,丰涵家园 3室2厅,刘潭-全丰路333号,满二,优质教育,[],127.0,3室2厅1卫,90,13987,18.0,126533721,丰涵家园,0,,,,19469.0,13337.0,↓6.22%,↓0.95%,,住宅,0.5,1997,40,2.1,0,50,2974.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1120,1121,https://wuxi.esf.fang.com/chushou/21_122726164.htm,恒大绿洲(绿景雅苑) 3室2厅,学前东路-东亭南路、太湖大道交界处向南100米,满五,[],[],195.0,3室2厅2卫,123,15854,25.0,122726164,恒大绿洲,0,,,,19337.0,16436.0,↓11.04%,↓0.54%,18 套在售二手房,住宅,2.5,2016,30,2.6,0,22,4741.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1121,1122,https://wuxi.esf.fang.com/chushou/3_172850595.htm,"满五年(顶带阁楼,赠送多,育英本校)拎包入住",河埒-梁溪路与蠡西路交叉口往北300米,满五,优质教育,距2号线河埒口站约445米,277.0,4室3厅2卫,170,16263,7.0,172850595,西太湖花园,0,普通住宅,平层,板楼,19523.0,16768.0,↓9.15%,↓1.1%,22 套在售二手房,住宅,1.0,2000,20,2.0,0,8,404.0,70,4.0,3.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1122,1123,https://wuxi.esf.fang.com/chushou/3_172858368.htm,"精装修(单价di,手付可做3成)采光10h小区中间位置",荣巷-梁溪路800-1号,满五,优质教育,距2号线小桃源站约521米,273.0,3室2厅2卫,123,22132,9.0,172858368,山语银城,0,普通住宅,平层,板楼,19533.0,23180.0,↑1.68%,↑0.02%,47 套在售二手房,住宅,1.75,2010,46,1.4,0,47,1823.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1123,1124,https://wuxi.esf.fang.com/chushou/21_121685096.htm,金太湖际城 2室2厅,江尖公园-青石路518号,满二,优质教育,距3号线吴桥站约368米,198.0,2室2厅1卫,104,19038,31.0,121685096,金太湖国际城,0,,,,19309.0,18672.0,↓5.8%,↓4.63%,2 套在售二手房,住宅,1.8,2012,25,3.0,0,7,1827.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
